pointName,deviceType,deviceId,mapping_pointId,mapping_enosPoint,mapping_status,mapping_confidence,mapping_explanation
FCU_05_04.05_2.FanSpeedStatus,FCU,05_CMO_1,10102:59,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_01_2.CVControlMode,FCU,05_CMO_1,10102:166,FCU_raw_local_mode,mapped,0.6000000000000001,
FCU_05_01_3.CTL_RunStop,FCU,05_CMO_1,10102:168,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_01_3.TripStatus,FCU,05_CMO_1,10102:169,FCU_raw_trip,mapped,0.4,
FCU_05_06_3.TripStatus,FCU,05_CMO_1,10102:217,unknown,unmapped,0.0,
FCU_01_33.34_2.FanOutput,FCU,05_CMO_1,10102:217,unknown,unmapped,0.0,
FCU_05_06_3.CVControlMode,FCU,05_CMO_1,10102:218,FCU_raw_chw_valve_status,mapped,0.6000000000000001,
FCU_01_33.34_2.CTL_CoolingValve,FCU,05_CMO_1,10102:218,unknown,unmapped,0.0,
FCU_05_06_3.RunStatus,FCU,05_CMO_1,10102:219,FCU_raw_status,mapped,0.4,
CH-SYS-2.CH.CwFgpm,CH,05_CMO_2,10102:59,CH_raw_cooling_water_flow,mapped,0.6000000000000001,
CH-SYS-3.CHWV.OpenCmd,CHWV,05_CMO_3,10102:59,unknown,unmapped,0.0,
CH-SYS-2.CH.ChwStrainerDp,CH,01_25,10102:60,unknown,unmapped,0.1,
CH-SYS-3.CHWV.OpenStatus,CHWV,01_25,10102:60,unknown,unmapped,0.1,
CH-SYS-2.CH.CwStrainerDp,CH,01_26.27_1,10102:61,unknown,unmapped,0.1,
CH-SYS-3.CHWV.CloseStatus,CHWV,01_26.27_2,10102:61,unknown,unmapped,0.0,
CH-SYS-1.CH.ChwStrainerDp,CH,01_26.27_3,10102:62,unknown,unmapped,0.1,
CH-SYS-3.CHWV.ModeStatus,CHWV,01_26.27_3,10102:62,unknown,unmapped,0.1,
CH-SYS-1.CH.CwStrainerDp,CH,01_28,10102:63,unknown,unmapped,0.1,
CH-SYS-3.CHWV.FailStatus,CHWV,01_28,10102:63,unknown,unmapped,0.1,
CH-SYS-3.CWV.OvrMode,CH,01_29,10102:64,CH_raw_cooling_valve_status,mapped,0.6000000000000001,
CH-SYS-2.CHWP.VSD.Hz,CHWP,01_30.31_1,10102:64,PUMP_raw_frequency_command,mapped,0.6000000000000001,
CH-SYS-2.CHWP.VSD.kW,CHWP,01_30.31_1,10102:65,PUMP_raw_power_active_total,mapped,0.6000000000000001,
CH-SYS-3.CWV.OpenCmd,CH,01_30.31_2,10102:65,CH_raw_cooling_valve_status,mapped,0.6000000000000001,
CH-SYS-2.CHWP.VSD.Volt,CHWP,01_30.31_2,10102:66,unknown,unmapped,0.1,
CH-SYS-3.CWV.OpenStatus,CH,01_30.31_3,10102:66,CH_raw_chilled_valve_status,mapped,0.6000000000000001,
CH-SYS-2.CHWP.VSD.Amp,CHWP,01_30.31_3,10102:67,unknown,unmapped,0.1,
CH-SYS-3.CWV.CloseStatus,CH,01_32,10102:67,CH_raw_chilled_valve_status,mapped,0.6000000000000001,
CH-SYS-3.CWV.ModeStatus,CH,01_33.34_1,10102:68,CH_raw_cooling_valve_status,mapped,0.6000000000000001,
CH-SYS-2.CHWP.Dp,CHWP,01_33.34_1,10102:68,PUMP_raw_delta_pressure,mapped,0.6000000000000001,
CH-SYS-3.CWV.FailStatus,CH,01_33.34_2,10102:69,CH_raw_chilled_valve_status,mapped,0.6000000000000001,
CH-SYS-2.CWP.VSD.Hz,CWP,01_33.34_2,10102:69,PUMP_raw_frequency,mapped,0.4,
CH-SYS-2.CWP.VSD.kW,CWP,01_33.34_2,10102:70,PUMP_raw_power_active_total,mapped,0.6000000000000001,
CH-SYS-3.CHWP.ModeStatus,CHWP,01_33.34_2,10102:70,PUMP_raw_status,mapped,0.4,
CH-SYS-2.CWP.VSD.Volt,CWP,01_35_1,10102:71,unknown,unmapped,0.1,
CH-SYS-3.CHWP.RunStatus,CHWP,01_35_1,10102:71,PUMP_raw_status,mapped,0.4,
CH-SYS-3.CHWP.TripStatus,CHWP,01_35_1,10102:72,PUMP_raw_trip,mapped,0.4,
CH-SYS-2.CWP.VSD.Amp,CWP,01_35_2,10102:72,unknown,unmapped,0.1,
CH-SYS-3.CHWP.FailStatus,CHWP,01_35_2,10102:73,PUMP_raw_trip,mapped,0.4,
CH-SYS-1.CHWP.Dp,CHWP,05_01_1,10102:73,PUMP_raw_delta_pressure,mapped,0.6000000000000001,
CH-SYS-3.CWP.ModeStatus,CWP,05_01_1,10102:74,PUMP_raw_on_off_command,mapped,0.6000000000000001,
CH-SYS-3.CWP.RunStatus,CWP,05_01_1,10102:75,PUMP_raw_status,mapped,0.4,
CH-SYS-3.CH.ChwSt,CH,05_01_1,10102:74,CH_raw_temp_chws,mapped,0.6000000000000001,
CH-SYS-3.CH.ChwRt,CH,05_01_2,10102:75,CH_raw_temp_chwr,mapped,0.6000000000000001,
CH-SYS-3.CH.ChwDt,CH,05_01_2,10102:76,unknown,unmapped,0.1,
CH-SYS-3.CWP.TripStatus,CWP,05_01_2,10102:76,PUMP_raw_trip,mapped,0.4,
CH-SYS-3.CWP.FailStatus,CWP,05_01_3,10102:77,PUMP_raw_trip,mapped,0.4,
CH-SYS-3.CH.CwSt,CH,05_01_3,10102:77,CH_raw_temp_chws,mapped,0.6000000000000001,
CH-SYS-3.ATCS.RunStatus,CH-SYS,05_01_3,10102:78,CH_raw_status,mapped,0.4,
CH-SYS-3.CH.CwRt,CH,05_01_4,10102:78,CH_raw_temp_cwr,mapped,0.6000000000000001,
CH-SYS-3.CH.CwDt,CH,05_01_4,10102:79,unknown,unmapped,0.1,
CH-SYS-3.ATCS.TripStatus,CH-SYS,05_01_4,10102:79,CH_raw_trip,mapped,0.4,
CH-SYS-3.CH.ChwFls,CH,05_01_5,10102:80,CH_raw_chilled_water_flow,mapped,0.6000000000000001,
CH-SYS-3.CH.ChwFgpm,CH,05_01_5,10102:81,unknown,unmapped,0.0,
CH-SYS-2.ATCS.Enabled,CH-SYS,05_01_5,10102:80,unknown,unmapped,0.1,
CH-SYS-3.ATCS.ModeStatus,CH-SYS,05_01_5,10102:81,unknown,unmapped,0.1,
CH-SYS-3.ATCS.FailStatus,CH-SYS,05_01_6,10102:82,CH_raw_trip,mapped,0.4,
CH-SYS-2.ATCS.RunStatus,CH-SYS,01_26.27_1,10102:83,CH_raw_status,mapped,0.4,
CH-SYS-2.ATCS.ModeStatus,CH-SYS,01_26.27_1,10102:85,unknown,unmapped,0.1,
CH-SYS-2.ATCS.TripStatus,CH-SYS,05_01_7,10102:84,CH_raw_trip,mapped,0.4,
CH-SYS-2.ATCS.FailStatus,CH-SYS,05_01_7,10102:86,unknown,unmapped,0.1,
CH-SYS-3.CHWP.VSD.Hz,CHWP,05_01_8,10102:86,PUMP_raw_frequency_command,mapped,0.6000000000000001,
CH-SYS-3.CHWP.VSD.kW,CHWP,05_01_8,10102:87,PUMP_raw_power_active_total,mapped,0.6000000000000001,
CH-SYS-3.ATCS.Enabled,CH-SYS,01_26.27_2,10102:87,unknown,unmapped,0.1,
CH-SYS-3.CHWP.VSD.Volt,CHWP,01_26.27_2,10102:88,unknown,unmapped,0.1,
BoosterPump-1.ModeStatus,BOOSTER PUMP,05_01_8,10102:88,PUMP_raw_status,mapped,0.4,
BoosterPump-1.RunStatus,BOOSTER PUMP,01_26.27_3,10102:89,PUMP_raw_status,mapped,0.4,
FCU_05_08_3.FanSpeedStatus,FCU,05_01_8,10102:89,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_01_35_1.CTL_RunStop,FCU,05_01_8,10102:151,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_35_1.TripStatus,FCU,05_01_8,10102:152,FCU_raw_trip,mapped,0.4,
FCU_01_35_1.CVControlMode,FCU,05_01_8,10102:153,unknown,unmapped,0.1,
FCU.FCU_05_01_8.RoomTemp,FCU,05_01_8,10102:259,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
CH-SYS-3.CHWP.VSD.Amp,CHWP,01_26.27_3,10102:89,unknown,unmapped,0.1,
CH-SYS-3.CHWP.Dp,CHWP,05_01_9,10102:90,PUMP_raw_delta_pressure,mapped,0.6000000000000001,
BoosterPump-1.TripStatus,BOOSTER PUMP,05_01_9,10102:90,PUMP_raw_trip,mapped,0.4,
CH-SYS-3.CWP.VSD.Hz,CWP,01_26.27_3,10102:91,PUMP_raw_frequency,mapped,0.4,
BoosterPump-2.ModeStatus,BOOSTER PUMP,01_28,10102:91,unknown,unmapped,0.1,
BoosterPump-2.RunStatus,BOOSTER PUMP,01_28,10102:92,PUMP_raw_status,mapped,0.4,
CH-SYS-3.CWP.VSD.kW,CWP,05_04.05_1,10102:92,PUMP_raw_power_active_total,mapped,0.6000000000000001,
CH-SYS-3.CWP.VSD.Volt,CWP,05_04.05_1,10102:93,unknown,unmapped,0.1,
CH-SYS-3.CWP.VSD.Amp,CWP,05_04.05_1,10102:94,unknown,unmapped,0.1,
CT_1.OvrMode,CT,01_29,10102:93,unknown,unmapped,0.1,
CT_1.RunStatus,CT,01_29,10102:95,CT_raw_status,mapped,0.4,
CT_1.ModeStatus,CT,05_04.05_1,10102:94,CT_raw_status,mapped,0.4,
CT_3.VSD.Amp,CT,05_04.05_1,10102:157,unknown,unmapped,0.1,
CT_3.CWST,CT,05_04.05_1,10102:158,CT_raw_temp_cwl,mapped,0.6000000000000001,
CT_3.APT,CT,05_04.05_1,10102:159,CT_raw_temp_cwe,mapped,0.6000000000000001,
CT_3.AVGAPT,CT,05_04.05_1,10102:160,unknown,unmapped,0.1,
CT_3.CWST_Cell_1,CT,05_04.05_1,10102:161,unknown,unmapped,0.0,
CHW-Header.B2_L4.ChwSt,HEADER,05_04.05_1,10102:95,unknown,unmapped,0.0,
CT_1.TripStatus,CT,01_30.31_1,10102:96,CT_raw_trip,mapped,0.4,
FCU_05_13_1.CTL_FanSpeed,FCU,05_04.05_2,10102:96,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_13_2.ModeStatus,FCU,05_04.05_2,10102:97,FCU_raw_cooling_heating_mode,mapped,0.6000000000000001,
FCU_05_13_2.CTL_FanSpeed,FCU,05_04.05_2,10102:98,FCU_raw_fan_speed_command,mapped,0.6000000000000001,
FCU_05_01_1.RunStatus,FCU,05_04.05_2,10102:162,FCU_raw_status,mapped,0.4,
FCU_05_01_2.ControllerStatus,FCU,05_04.05_2,10102:164,unknown,unmapped,0.1,
FCU_05_01_2.TripStatus,FCU,05_04.05_2,10102:165,FCU_raw_trip,mapped,0.4,
CHW-Header.B2_L4.ChwRt,HEADER,01_30.31_1,10102:96,unknown,unmapped,0.0,
CT_1.FailStatus,CT,05_04.05_2,10102:97,CT_raw_trip,mapped,0.4,
CT_1.WaterLevelHigh,CT,05_04.05_2,10102:98,unknown,unmapped,0.1,
CT_4.VSD.Volt,CT,05_04.05_2,10102:166,unknown,unmapped,0.1,
CHW-Header.B2_L4.ChwDt,HEADER,01_30.31_2,10102:97,unknown,unmapped,0.0,
CHW-Header.B2_L4.ChwFls,HEADER,01_30.31_2,10102:98,unknown,unmapped,0.0,
CT_1.WaterLevelLow,CT,01_30.31_2,10102:99,unknown,unmapped,0.1,
CHW-Header.B2_L4.ChwFgpm,HEADER,01_30.31_3,10102:99,unknown,unmapped,0.0,
CHW-Header.L4_L5.ChwSt,HEADER,01_30.31_3,10102:101,unknown,unmapped,0.0,
CHW-Header.B2_L4.ChwDp,HEADER,05_06_1,10102:100,unknown,unmapped,0.1,
CHW-Header.L4_L5.ChwRt,HEADER,05_06_1,10102:102,unknown,unmapped,0.0,
CT_2.OvrMode,CT,05_06_1,10102:100,unknown,unmapped,0.1,
CT_2.ModeStatus,CT,05_06_1,10102:101,CT_raw_status,mapped,0.4,
CT_4.CWST,CT,05_06_1,10102:168,CT_raw_temp_cwl,mapped,0.6000000000000001,
CT_4.APT,CT,05_06_1,10102:169,CT_raw_temp_cwe,mapped,0.6000000000000001,
CT_2.RunStatus,CT,01_32,10102:102,CT_raw_status,mapped,0.4,
CT_2.TripStatus,CT,01_32,10102:103,CT_raw_trip,mapped,0.4,
CHW-Header.L4_L5.ChwDt,HEADER,05_06_2,10102:103,unknown,unmapped,0.0,
CHW-Header.L4_L5.ChwFls,HEADER,05_06_2,10102:104,unknown,unmapped,0.0,
CT_2.FailStatus,CT,05_06_2,10102:104,CT_raw_trip,mapped,0.4,
CT_2.WaterLevelHigh,CT,05_06_2,10102:105,unknown,unmapped,0.1,
CHW-Header.L4_L5.ChwFgpm,HEADER,01_33.34_1,10102:105,unknown,unmapped,0.0,
CHW-Header.ChwSt,HEADER,01_33.34_1,10102:106,unknown,unmapped,0.0,
CT_2.WaterLevelLow,CT,01_33.34_1,10102:106,unknown,unmapped,0.1,
CT_3.OvrMode,CT,05_06_3,10102:107,unknown,unmapped,0.1,
CT_3.ModeStatus,CT,05_06_3,10102:108,CT_raw_status,mapped,0.4,
CHW-Header.ChwRt,HEADER,01_33.34_2,10102:107,unknown,unmapped,0.0,
CHW-Header.BpValveOpenStatus,HEADER,01_33.34_2,10102:108,unknown,unmapped,0.1,
CHW-Header.BpValveOpenCmd,HEADER,05_06_3,10102:109,unknown,unmapped,0.1,
CW-Header.CwSt,HEADER,05_06_3,10102:110,unknown,unmapped,0.0,
Header.CW-Header.CwRt,HEADER,05_06_3,10102:111,unknown,unmapped,0.0,
CT_3.RunStatus,CT,01_33.34_2,10102:109,CT_raw_status,mapped,0.4,
CT_3.TripStatus,CT,01_33.34_2,10102:110,CT_raw_trip,mapped,0.4,
CT_3.FailStatus,CT,01_33.34_2,10102:111,unknown,unmapped,0.1,
CT_3.WaterLevelHigh,CT,01_35_1,10102:112,unknown,unmapped,0.1,
CT_3.WaterLevelLow,CT,01_35_1,10102:113,unknown,unmapped,0.1,
CT_3.FailDisplay,CT,01_35_1,10102:114,CT_raw_trip,mapped,0.4,
CT_4.OvrMode,CT,01_35_1,10102:115,unknown,unmapped,0.1,
CW-Header.CwDt,HEADER,05_06_4,10102:112,unknown,unmapped,0.1,
CW-Header.CwFls,HEADER,05_06_4,10102:113,unknown,unmapped,0.0,
MakeupWater.MKT_3B_FM.Flow,SENSOR,05_06_4,10102:114,unknown,unmapped,0.1,
MakeupWater.DailyWaterUsage,UNKNOWN,05_06_4,10102:115,unknown,unmapped,0.1,
VibrationSensor.CH_1.Z_Axis_RMS_Velocity,VIBRATION SENSOR,01_35_1,10102:116,unknown,unmapped,0.1,
CT_4.ModeStatus,CT,05_06_4,10102:116,CT_raw_status,mapped,0.4,
CT_4.RunStatus,CT,05_07_1,10102:117,CT_raw_status,mapped,0.4,
CT_4.TripStatus,CT,05_07_1,10102:118,CT_raw_trip,mapped,0.4,
CT_4.FailStatus,CT,05_07_1,10102:119,unknown,unmapped,0.1,
VibrationSensor.CH_1.X_Axis_RMS_Velocity,VIBRATION SENSOR,01_35_2,10102:117,unknown,unmapped,0.1,
VibrationSensor.CH_2.Z_Axis_RMS_Velocity,VIBRATION SENSOR,01_35_2,10102:118,unknown,unmapped,0.1,
VibrationSensor.CH_2.X_Axis_RMS_Velocity,VIBRATION SENSOR,01_35_2,10102:119,unknown,unmapped,0.1,
CT_4.WaterLevelHigh,CT,01_35_2,10102:120,unknown,unmapped,0.1,
CT_4.WaterLevelLow,CT,01_35_2,10102:121,unknown,unmapped,0.1,
VibrationSensor.CHWP_1.Z_Axis_RMS_Velocity,VIBRATION SENSOR,05_07_1,10102:120,unknown,unmapped,0.1,
VibrationSensor.CHWP_1.X_Axis_RMS_Velocity,VIBRATION SENSOR,05_07_2,10102:121,unknown,unmapped,0.1,
VibrationSensor.CHWP_2.Z_Axis_RMS_Velocity,VIBRATION SENSOR,05_07_2,10102:122,unknown,unmapped,0.1,
VibrationSensor.CHWP_2.X_Axis_RMS_Velocity,VIBRATION SENSOR,05_07_2,10102:123,unknown,unmapped,0.1,
WTS.Flow,WATER TREATMENT SYSTEM,05_01_1,10102:122,unknown,unmapped,0.1,
ChillerExpensionTank.High_Level_Alarm,CHILLER EXPANSION TANK,05_01_1,10102:123,unknown,unmapped,0.1,
ChillerExpensionTank.Low_Level_Alarm,CHILLER EXPANSION TANK,05_07_2,10102:124,unknown,unmapped,0.1,
VibrationSensor.CHWP_3.Z_Axis_RMS_Velocity,VIBRATION SENSOR,05_01_1,10102:124,unknown,unmapped,0.1,
VibrationSensor.CWP_1.Z_Axis_RMS_Velocity,VIBRATION SENSOR,05_01_1,10102:126,unknown,unmapped,0.1,
VibrationSensor.CHWP_3.X_Axis_RMS_Velocity,VIBRATION SENSOR,05_07_3,10102:125,unknown,unmapped,0.1,
VibrationSensor.CWP_1.X_Axis_RMS_Velocity,VIBRATION SENSOR,05_01_2,10102:127,unknown,unmapped,0.1,
VibrationSensor.CWP_2.Z_Axis_RMS_Velocity,VIBRATION SENSOR,05_01_2,10102:128,unknown,unmapped,0.1,
VibrationSensor.CWP_2.X_Axis_RMS_Velocity,VIBRATION SENSOR,05_01_2,10102:129,unknown,unmapped,0.1,
VibrationSensor.CWP_3.X_Axis_RMS_Velocity,VIBRATION SENSOR,05_01_2,10102:131,unknown,unmapped,0.1,
VibrationSensor.CWP_3.Z_Axis_RMS_Velocity,VIBRATION SENSOR,05_07_4,10102:130,unknown,unmapped,0.1,
VibrationSensor.CH-3.X_Axis_RMS_Velocity,VIBRATION SENSOR,05_07_4,10102:133,unknown,unmapped,0.1,
VibrationSensor.CH-3.Z_Axis_RMS_Velocity,VIBRATION SENSOR,05_01_3,10102:132,unknown,unmapped,0.1,
CT_1.VSD.Hz,CT,05_01_3,10102:134,unknown,unmapped,0.1,
CT_1.VSD.kW,CT,05_01_3,10102:135,CT_raw_power_active_total,mapped,0.6000000000000001,
CT_1.VSD.Volt,CT,05_01_3,10102:136,unknown,unmapped,0.1,
FCU_01_29.TripStatus,FCU,05_08_1,10102:135,FCU_raw_trip,mapped,0.4,
FCU_01_29.RunStatus,FCU,05_08_1,10102:136,FCU_raw_status,mapped,0.4,
FCU_01_30.31_2.TripStatus,FCU,05_08_1,10102:139,unknown,unmapped,0.0,
FCU_05_04.05_2.ControllerStatus,FCU,05_08_1,10102:201,unknown,unmapped,0.1,
FCU_05_04.05_2.CTL_RunStop,FCU,05_08_1,10102:202,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_30.31_2.RoomTemp,FCU,05_08_1,10102:203,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_01_30.31_2.ValveOutput,FCU,05_08_1,10102:204,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_04.05_2.RunStatus,FCU,05_08_1,10102:205,unknown,unmapped,0.0,
CT_1.VSD.Amp,CT,05_08_1,10102:137,unknown,unmapped,0.1,
CT_1.CWST,CT,05_08_1,10102:138,CT_raw_temp_cwl,mapped,0.6000000000000001,
CT_1.APT,CT,05_01_4,10102:139,unknown,unmapped,0.1,
CT_1.AVGAPT,CT,05_08_2,10102:140,unknown,unmapped,0.1,
CT_1.CWST_Cell_1,CT,05_08_2,10102:141,CT_raw_temp_cwl,mapped,0.6000000000000001,
CT_2.VSD.Hz,CT,05_08_2,10102:144,unknown,unmapped,0.1,
CT_1.CWST_Cell_2,CT,05_01_5,10102:142,CT_raw_temp_cwl,mapped,0.6000000000000001,
CT_1.CWST_Cell_3,CT,05_01_5,10102:143,unknown,unmapped,0.0,
FCU_01_30.31_3.RunStatus,FCU,05_08_2,10102:142,FCU_raw_status,mapped,0.4,
FCU_01_32.TripStatus,FCU,05_08_2,10102:143,FCU_raw_trip,mapped,0.4,
FCU_01_30.31_3.RoomTemp,FCU,05_08_2,10102:206,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_06_1.ControllerStatus,FCU,05_08_2,10102:206,unknown,unmapped,0.0,
FCU_05_06_1.CTL_RunStop,FCU,05_08_2,10102:207,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_30.31_3.ValveOutput,FCU,05_08_2,10102:207,unknown,unmapped,0.0,
FCU_01_30.31_3.TempSetpoint,FCU,05_08_2,10102:208,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
CT_2.VSD.kW,CT,05_08_3,10102:145,CT_raw_power_active_total,mapped,0.6000000000000001,
CT_2.VSD.Amp,CT,05_08_3,10102:147,unknown,unmapped,0.1,
FCU_01_33.34_1.RunStatus,FCU,05_08_3,10102:146,FCU_raw_status,mapped,0.4,
FCU_01_33.34_2.TripStatus,FCU,05_08_3,10102:148,FCU_raw_trip,mapped,0.4,
FCU_01_33.34_2.CVControlMode,FCU,05_08_3,10102:149,unknown,unmapped,0.1,
FCU_05_06_1.TripStatus,FCU,05_08_3,10102:208,unknown,unmapped,0.0,
FCU_01_32.RoomTemp,FCU,05_08_3,10102:209,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_06_1.RunStatus,FCU,05_08_3,10102:209,unknown,unmapped,0.0,
FCU_01_32.ValveOutput,FCU,05_08_3,10102:210,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_05_06_2.ControllerStatus,FCU,05_08_3,10102:210,unknown,unmapped,0.0,
CT_2.VSD.Volt,CT,05_01_6,10102:146,unknown,unmapped,0.1,
CT_2.CWST,CT,05_01_7,10102:148,CT_raw_temp_cwl,mapped,0.6000000000000001,
CT_2.APT,CT,05_01_7,10102:149,unknown,unmapped,0.1,
CT_2.AVGAPT,CT,05_01_7,10102:150,unknown,unmapped,0.1,
FCU_01_33.34_2.RunStatus,FCU,05_11_1,10102:150,FCU_raw_status,mapped,0.4,
FCU_01_32.TempSetpoint,FCU,05_11_1,10102:211,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_05_06_2.CTL_RunStop,FCU,05_11_1,10102:211,unknown,unmapped,0.0,
FCU_05_06_2.TripStatus,FCU,05_11_1,10102:212,FCU_raw_trip,mapped,0.4,
CT_2.CWST_Cell_1,CT,05_11_1,10102:151,CT_raw_temp_cwl,mapped,0.6000000000000001,
CT_2.CWST_Cell_2,CT,05_11_1,10102:152,unknown,unmapped,0.0,
CT_2.CWST_Cell_3,CT,05_11_1,10102:153,unknown,unmapped,0.0,
CT_3.VSD.Hz,CT,05_11_2,10102:154,unknown,unmapped,0.1,
CT_3.VSD.kW,CT,05_11_2,10102:155,CT_raw_power_active_total,mapped,0.6000000000000001,
CT_3.VSD.Volt,CT,05_11_2,10102:156,unknown,unmapped,0.1,
FCU_01_35_2.RunStatus,FCU,05_13_1,10102:158,FCU_raw_status,mapped,0.4,
FCU_05_01_1.CTL_RunStop,FCU,05_13_1,10102:159,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_01_1.TripStatus,FCU,05_13_1,10102:160,FCU_raw_trip,mapped,0.4,
FCU_05_01_1.CVControlMode,FCU,05_13_1,10102:161,FCU_raw_cooling_heating_mode_command,mapped,0.6000000000000001,
FCU_05_06_2.RunStatus,FCU,05_13_1,10102:214,unknown,unmapped,0.0,
FCU_01_33.34_1.TempSetpoint,FCU,05_13_1,10102:214,unknown,unmapped,0.0,
FCU_05_06_3.ControllerStatus,FCU,05_13_1,10102:215,unknown,unmapped,0.1,
CT_3.CWST_Cell_2,CT,05_13_2,10102:162,CT_raw_temp_cwl,mapped,0.6000000000000001,
CT_4.VSD.Hz,CT,05_13_2,10102:164,unknown,unmapped,0.1,
CT_4.VSD.kW,CT,05_13_2,10102:165,CT_raw_power_active_total,mapped,0.6000000000000001,
FCU_05_01_1.ControllerStatus,FCU,05_13_2,10102:163,FCU_raw_status,mapped,0.4,
FCU_01_33.34_2.RoomTemp,FCU,05_13_2,10102:215,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_06_3.CTL_RunStop,FCU,05_13_2,10102:216,FCU_raw_valve_status,mapped,0.6000000000000001,
FCU_01_33.34_2.ValveOutput,FCU,05_13_2,10102:216,unknown,unmapped,0.0,
CWST_Cell_3,UNKNOWN,05_04.05_2,10102:163,unknown,unmapped,0.0,
CT_4.VSD.Amp,CT,05_CMO_1,10102:167,unknown,unmapped,0.1,
CT_4.AVGAPT,CT,05_CMO_1,10102:170,CT_raw_temp_cwl,mapped,0.6000000000000001,
CT_4.CWST_Cell_1,CT,05_CMO_2,10102:171,CT_raw_temp_cwe,mapped,0.6000000000000001,
WST_1.DryBulbTemp,WST,05_CMO_2,10102:172,unknown,unmapped,0.0,
WST_1.RH,WST,05_CMO_2,10102:173,unknown,unmapped,0.0,
WST_1.WetBulbTemp,WST,05_06_2,10102:174,unknown,unmapped,0.1,
FCU_05_01_4.CVControlMode,FCU,05_CMO_2,10102:174,FCU_raw_local_mode,mapped,0.6000000000000001,
FCU_05_01_4.RunStatus,FCU,05_CMO_2,10102:175,FCU_raw_status,mapped,0.4,
FCU_01_33.34_2.TempSetpoint,FCU,05_CMO_2,10102:219,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
FCU_01_35_1.RoomTemp,FCU,05_CMO_2,10102:220,FCU_raw_zone_air_temp,mapped,0.6000000000000001,
FCU_05_06_4.ControllerStatus,FCU,05_CMO_2,10102:220,unknown,unmapped,0.0,
FCU_05_06_4.CTL_RunStop,FCU,05_CMO_2,10102:221,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_01_35_1.ValveOutput,FCU,05_CMO_2,10102:221,unknown,unmapped,0.0,
WST_1.DewPointTemp,WST,05_06_3,10102:175,unknown,unmapped,0.1,
WST_2.DewPointTemp,WST,05_06_3,10102:179,unknown,unmapped,0.1,
WST_2.DryBulbTemp,WST,05_CMO_3,10102:176,unknown,unmapped,0.0,
WST_2.RH,WST,05_CMO_3,10102:177,unknown,unmapped,0.0,
WST_2.WetBulbTemp,WST,05_CMO_3,10102:178,unknown,unmapped,0.1,
FCU_05_01_5.ControllerStatus,FCU,05_06_3,10102:176,FCU_raw_status,mapped,0.4,
FCU_05_01_5.CTL_RunStop,FCU,05_06_3,10102:177,FCU_raw_on_off_command,mapped,0.6000000000000001,
FCU_05_01_5.TripStatus,FCU,05_06_3,10102:178,FCU_raw_trip,mapped,0.4,
FCU_05_01_5.RunStatus,FCU,05_CMO_3,10102:179,FCU_raw_status,mapped,0.4,
FCU_05_01_6.ControllerStatus,FCU,05_CMO_3,10102:180,unknown,unmapped,0.1,
FCU_01_35_1.FanOutput,FCU,05_CMO_3,10102:222,FCU_raw_fan_speed,mapped,0.6000000000000001,
FCU_05_06_4.TripStatus,FCU,05_CMO_3,10102:222,unknown,unmapped,0.0,
FCU_01_35_1.CTL_CoolingValve,FCU,05_CMO_3,10102:223,unknown,unmapped,0.1,
FCU_05_06_4.CVControlMode,FCU,05_CMO_3,10102:223,unknown,unmapped,0.1,
FCU_01_35_1.TempSetpoint,FCU,05_CMO_3,10102:224,FCU_raw_sp_zone_air_temp,mapped,0.6000000000000001,
WTS_1.PH,WATER TREATMENT SYSTEM,05_06_4,10102:180,unknown,unmapped,0.1,
WTS_1.TDS,WATER TREATMENT SYSTEM,05_06_4,10102:181,unknown,unmapped,0.1,
FCU_05_01_6.TripStatus,FCU,05_06_4,10102:182,FCU_raw_trip,mapped,0.4,
FCU_05_01_6.RunStatus,FCU,05_06_4,10102:183,FCU_raw_status,mapped,0.4,
FCU_05_01_7.ControllerStatus,FCU,05_06_4,10102:184,unknown,unmapped,0.1,
PH,UNKNOWN,01_26.27_1,10102:183,unknown,unmapped,0.1,
WTS.TDS,WATER TREATMENT SYSTEM,01_26.27_1,10102:184,unknown,unmapped,0.1,
WTS.Conductivity,WATER TREATMENT SYSTEM,01_26.27_2,10102:186,unknown,unmapped,0.1,
